partida_id,clave_csi,capitulo,cap_nombre,partida_desc,partida_unidad,n_insumos_mo_eq,ficha,ficha_desc,ficha_unidad,ficha_pagina,score
6ada3ee1-69fe-4f4d-bdd6-7208c1e1498c,03 31 00.10,03,Concreto,"Armado, Encofrado y Fundido de Solera S3 de 20x20cm,  4#3 Y #2 @0.20 CM (Cielo)",M2,4,F031008,"SOLERA 10X25 2 Nº3, Nº 2 @ 20 CONCRETO 1:2:2",M.L.,197,0.5
6ada3ee1-69fe-4f4d-bdd6-7208c1e1498c,03 31 00.10,03,Concreto,"Armado, Encofrado y Fundido de Solera S3 de 20x20cm,  4#3 Y #2 @0.20 CM (Cielo)",M2,4,F031012,"SOLERA 15X15 4 Nº3, Nº2 A 20 @ 20 CONCRETO 1:2:2",M.L.,201,0.5
6ada3ee1-69fe-4f4d-bdd6-7208c1e1498c,03 31 00.10,03,Concreto,"Armado, Encofrado y Fundido de Solera S3 de 20x20cm,  4#3 Y #2 @0.20 CM (Cielo)",M2,4,F031014,"SOLERA 15X15 4#4, #3@20 CONCRETO 1:2:2",ML,203,0.5
634b7f2b-e14f-4966-bf3e-7504cabc0a88,03 31 00.11,03,Concreto,"Armado, Encofrado y Fundido de V1 Viga De Concreto de 20x25cm,2#5+2#3; #2@15cm, con 1:2:2 Para Entrepiso F037003",ML,4,F037038,"VIGA DE CONCRETO 30X50, 4#8, #3 @",M.L.,356,0.667
634b7f2b-e14f-4966-bf3e-7504cabc0a88,03 31 00.11,03,Concreto,"Armado, Encofrado y Fundido de V1 Viga De Concreto de 20x25cm,2#5+2#3; #2@15cm, con 1:2:2 Para Entrepiso F037003",ML,4,F037045,"VIGA DE B=20, H=20 4#6; #2 @ 0.20 CONCRETO 1:2:2",ML,363,0.667
634b7f2b-e14f-4966-bf3e-7504cabc0a88,03 31 00.11,03,Concreto,"Armado, Encofrado y Fundido de V1 Viga De Concreto de 20x25cm,2#5+2#3; #2@15cm, con 1:2:2 Para Entrepiso F037003",ML,4,F037058,"VIGA DE B=20,H=20 , 4#3; #2 @ 0.20 CONCRETO 1:2:2",M.L.,376,0.667
634b7f2b-e14f-4966-bf3e-7504cabc0a88,03 31 00.11,03,Concreto,"Armado, Encofrado y Fundido de V1 Viga De Concreto de 20x25cm,2#5+2#3; #2@15cm, con 1:2:2 Para Entrepiso F037003",ML,4,F037059,"VIGA DE B=20,H=20 ,4#4 ;#2 @ 0.20 CONCRETO 1:2:2",M.L.,377,0.667
634b7f2b-e14f-4966-bf3e-7504cabc0a88,03 31 00.11,03,Concreto,"Armado, Encofrado y Fundido de V1 Viga De Concreto de 20x25cm,2#5+2#3; #2@15cm, con 1:2:2 Para Entrepiso F037003",ML,4,F032009,"CASTILLO 20X20 4 Nº3, Nº2@15CM, CONCRETO 1:2:2",ML,237,0.5
f2334650-a388-480a-bbc6-96767778d3f1,03 31 00.12,03,Concreto,"Armado, Encofrado y Fundido de V2 Viga de Concreto Armada de 0.15m x0.30m Ref 6#4 + 1#5 + #2@0.15m F037001",ML,4,F037038,"VIGA DE CONCRETO 30X50, 4#8, #3 @",M.L.,356,0.667
f2334650-a388-480a-bbc6-96767778d3f1,03 31 00.12,03,Concreto,"Armado, Encofrado y Fundido de V2 Viga de Concreto Armada de 0.15m x0.30m Ref 6#4 + 1#5 + #2@0.15m F037001",ML,4,F037045,"VIGA DE B=20, H=20 4#6; #2 @ 0.20 CONCRETO 1:2:2",ML,363,0.667
f2334650-a388-480a-bbc6-96767778d3f1,03 31 00.12,03,Concreto,"Armado, Encofrado y Fundido de V2 Viga de Concreto Armada de 0.15m x0.30m Ref 6#4 + 1#5 + #2@0.15m F037001",ML,4,F037058,"VIGA DE B=20,H=20 , 4#3; #2 @ 0.20 CONCRETO 1:2:2",M.L.,376,0.667
f2334650-a388-480a-bbc6-96767778d3f1,03 31 00.12,03,Concreto,"Armado, Encofrado y Fundido de V2 Viga de Concreto Armada de 0.15m x0.30m Ref 6#4 + 1#5 + #2@0.15m F037001",ML,4,F037059,"VIGA DE B=20,H=20 ,4#4 ;#2 @ 0.20 CONCRETO 1:2:2",M.L.,377,0.667
f2334650-a388-480a-bbc6-96767778d3f1,03 31 00.12,03,Concreto,"Armado, Encofrado y Fundido de V2 Viga de Concreto Armada de 0.15m x0.30m Ref 6#4 + 1#5 + #2@0.15m F037001",ML,4,F037012,"VIGA DE 20X20 4#4, #2@20, CONCRETO 1:2:2",ML,331,0.5
5c338a1f-981f-419d-9850-bb80f76af7de,03 31 03.1,03,Concreto,"Concreto Premezclado 3,000 Psi, Agregado 3/4"", Revenimiento 6"" (Losa de Cimentación)",M3,2,F052001,CONCRETO CICLOPEO,M3,445,0.5
5c338a1f-981f-419d-9850-bb80f76af7de,03 31 03.1,03,Concreto,"Concreto Premezclado 3,000 Psi, Agregado 3/4"", Revenimiento 6"" (Losa de Cimentación)",M3,2,F130003,CURADO DE LOSA,M2,770,0.5
5c338a1f-981f-419d-9850-bb80f76af7de,03 31 03.1,03,Concreto,"Concreto Premezclado 3,000 Psi, Agregado 3/4"", Revenimiento 6"" (Losa de Cimentación)",M3,2,F130014,LOSA CONCRETO e=10 CMS Nº5 a/c 10 CMS a/s,M2,781,0.5
5c338a1f-981f-419d-9850-bb80f76af7de,03 31 03.1,03,Concreto,"Concreto Premezclado 3,000 Psi, Agregado 3/4"", Revenimiento 6"" (Losa de Cimentación)",M3,2,F130018,LOSA CONCRETO e=15 CMS Nº4 a/c 15 CMS a/s,M2,785,0.5
5c338a1f-981f-419d-9850-bb80f76af7de,03 31 03.1,03,Concreto,"Concreto Premezclado 3,000 Psi, Agregado 3/4"", Revenimiento 6"" (Losa de Cimentación)",M3,2,F130023,LOSA CONCRETO e=5 CMS Nº2 a/c 30 CMS a/s,M2,790,0.5
50a3a022-9fec-4de4-be5d-0c47dac85eba,03 31 03.2,03,Concreto,Fundido de Losa de Concreto sobre armado 3000 Psi e=8cm con jornaleros y mezcladora,M2,3,F052001,CONCRETO CICLOPEO,M3,445,0.5
50a3a022-9fec-4de4-be5d-0c47dac85eba,03 31 03.2,03,Concreto,Fundido de Losa de Concreto sobre armado 3000 Psi e=8cm con jornaleros y mezcladora,M2,3,F130003,CURADO DE LOSA,M2,770,0.5
50a3a022-9fec-4de4-be5d-0c47dac85eba,03 31 03.2,03,Concreto,Fundido de Losa de Concreto sobre armado 3000 Psi e=8cm con jornaleros y mezcladora,M2,3,F130014,LOSA CONCRETO e=10 CMS Nº5 a/c 10 CMS a/s,M2,781,0.5
50a3a022-9fec-4de4-be5d-0c47dac85eba,03 31 03.2,03,Concreto,Fundido de Losa de Concreto sobre armado 3000 Psi e=8cm con jornaleros y mezcladora,M2,3,F130018,LOSA CONCRETO e=15 CMS Nº4 a/c 15 CMS a/s,M2,785,0.5
50a3a022-9fec-4de4-be5d-0c47dac85eba,03 31 03.2,03,Concreto,Fundido de Losa de Concreto sobre armado 3000 Psi e=8cm con jornaleros y mezcladora,M2,3,F130023,LOSA CONCRETO e=5 CMS Nº2 a/c 30 CMS a/s,M2,790,0.5
4999ffd7-4196-401b-9f83-7bd396b08187,03 48 43,03,Concreto,Moldura de Cornisa de Concreto 0.10m x 0.10m,ML,2,F052001,CONCRETO CICLOPEO,M3,445,0.5
57cb830d-0da4-4223-b462-b91980014393,03 39 23,03,Concreto,Curado de Losa de Concreto con Aditivo a base de Agua,M2,1,F130003,CURADO DE LOSA,M2,770,1.0
57cb830d-0da4-4223-b462-b91980014393,03 39 23,03,Concreto,Curado de Losa de Concreto con Aditivo a base de Agua,M2,1,F052001,CONCRETO CICLOPEO,M3,445,0.5
57cb830d-0da4-4223-b462-b91980014393,03 39 23,03,Concreto,Curado de Losa de Concreto con Aditivo a base de Agua,M2,1,F130014,LOSA CONCRETO e=10 CMS Nº5 a/c 10 CMS a/s,M2,781,0.5
57cb830d-0da4-4223-b462-b91980014393,03 39 23,03,Concreto,Curado de Losa de Concreto con Aditivo a base de Agua,M2,1,F130018,LOSA CONCRETO e=15 CMS Nº4 a/c 15 CMS a/s,M2,785,0.5
57cb830d-0da4-4223-b462-b91980014393,03 39 23,03,Concreto,Curado de Losa de Concreto con Aditivo a base de Agua,M2,1,F130023,LOSA CONCRETO e=5 CMS Nº2 a/c 30 CMS a/s,M2,790,0.5
f134bfff-fc7f-4cb1-9143-c19878879951,04 05 13.3,04,Mampostería,"Repello y Pulido de Mochetas, Ventanas y Columnas",ML,2,F047001,ENTABICADO LADRILLO RAFON 15 CM ( REPELLO/ PULIDO),M.L.,438,0.4
f134bfff-fc7f-4cb1-9143-c19878879951,04 05 13.3,04,Mampostería,"Repello y Pulido de Mochetas, Ventanas y Columnas",ML,2,F047003,ENTABICADO DE BLOQUE 30 CMS (REPELLO/PULIDO),M.L.,440,0.4
a4f9821d-98fe-4492-8090-c234b89e57ad,04 26 00.1,04,Mampostería,"Pared de Bloque de Concreto de Partición de 4"" 1#3@2Hil",M2,3,F042012,PARED DE BLOQUE 15 CM RELLENO DE CONCRETO,M2,430,0.6
a4f9821d-98fe-4492-8090-c234b89e57ad,04 26 00.1,04,Mampostería,"Pared de Bloque de Concreto de Partición de 4"" 1#3@2Hil",M2,3,F042001,PARED DE BLOQUE SIMPLE DE 10 CM,M2,419,0.4
a4f9821d-98fe-4492-8090-c234b89e57ad,04 26 00.1,04,Mampostería,"Pared de Bloque de Concreto de Partición de 4"" 1#3@2Hil",M2,3,F042002,PARED DE BLOQUE SIMPLE SISADO DE 15 CM.,M2,420,0.4
a4f9821d-98fe-4492-8090-c234b89e57ad,04 26 00.1,04,Mampostería,"Pared de Bloque de Concreto de Partición de 4"" 1#3@2Hil",M2,3,F042003,PARED DE BLOQUE SIMPLE DE 15 CM.,M2,421,0.4
a4f9821d-98fe-4492-8090-c234b89e57ad,04 26 00.1,04,Mampostería,"Pared de Bloque de Concreto de Partición de 4"" 1#3@2Hil",M2,3,F042004,PARED DE BLOQUE SIMPLE DE 20 CM.,M2,422,0.4
739f6351-d797-4c2f-9c20-b1a05d69a839,04 26 00.2,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 6"" REF 1#3 @0.6+ 1#3@2Hil F042005",M2,3,F046003,"PARED DE CONCRETO REF. e=15 cm, #3 @ 15 a.s.",M2,437,0.6
739f6351-d797-4c2f-9c20-b1a05d69a839,04 26 00.2,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 6"" REF 1#3 @0.6+ 1#3@2Hil F042005",M2,3,F042005,PARED DE BLOQUE DE 20 RELLENO REF. H=1#3 @40,M2,423,0.5
739f6351-d797-4c2f-9c20-b1a05d69a839,04 26 00.2,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 6"" REF 1#3 @0.6+ 1#3@2Hil F042005",M2,3,F042009,PARED DE BLOQUE 20CM RELL. REF.1#4@20CM X BLOQ.,M2,427,0.5
739f6351-d797-4c2f-9c20-b1a05d69a839,04 26 00.2,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 6"" REF 1#3 @0.6+ 1#3@2Hil F042005",M2,3,F042012,PARED DE BLOQUE 15 CM RELLENO DE CONCRETO,M2,430,0.5
739f6351-d797-4c2f-9c20-b1a05d69a839,04 26 00.2,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 6"" REF 1#3 @0.6+ 1#3@2Hil F042005",M2,3,F046001,"PARED DE CONCRETO REF. e=12 cm, # 3 @ 20 a.s.",M2,435,0.5
1d1afa34-63d8-4263-ae8f-4666470512af,04 26 00.3,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 8"" Ref 1#3@0.6m+2#3@2Hil F022002",M2,3,F046003,"PARED DE CONCRETO REF. e=15 cm, #3 @ 15 a.s.",M2,437,0.6
1d1afa34-63d8-4263-ae8f-4666470512af,04 26 00.3,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 8"" Ref 1#3@0.6m+2#3@2Hil F022002",M2,3,F042005,PARED DE BLOQUE DE 20 RELLENO REF. H=1#3 @40,M2,423,0.5
1d1afa34-63d8-4263-ae8f-4666470512af,04 26 00.3,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 8"" Ref 1#3@0.6m+2#3@2Hil F022002",M2,3,F042009,PARED DE BLOQUE 20CM RELL. REF.1#4@20CM X BLOQ.,M2,427,0.5
1d1afa34-63d8-4263-ae8f-4666470512af,04 26 00.3,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 8"" Ref 1#3@0.6m+2#3@2Hil F022002",M2,3,F042012,PARED DE BLOQUE 15 CM RELLENO DE CONCRETO,M2,430,0.5
1d1afa34-63d8-4263-ae8f-4666470512af,04 26 00.3,04,Mampostería,"Pared de Bloque de Concreto Reforzada de 8"" Ref 1#3@0.6m+2#3@2Hil F022002",M2,3,F046001,"PARED DE CONCRETO REF. e=12 cm, # 3 @ 20 a.s.",M2,435,0.5
242a7e2b-3d52-4101-b159-e6a65047c5ec,04 26 00.13,04,Mampostería,Entabicado de Bloque 15 cm Con Repello y Pulido,ML,2,F047001,ENTABICADO LADRILLO RAFON 15 CM ( REPELLO/ PULIDO),M.L.,438,0.833
242a7e2b-3d52-4101-b159-e6a65047c5ec,04 26 00.13,04,Mampostería,Entabicado de Bloque 15 cm Con Repello y Pulido,ML,2,F047002,ENTABICADO DE BLOQUE 15 CMS (INC. REPE./PULIDO),M.L.,439,0.667
242a7e2b-3d52-4101-b159-e6a65047c5ec,04 26 00.13,04,Mampostería,Entabicado de Bloque 15 cm Con Repello y Pulido,ML,2,F047003,ENTABICADO DE BLOQUE 30 CMS (REPELLO/PULIDO),M.L.,440,0.667
242a7e2b-3d52-4101-b159-e6a65047c5ec,04 26 00.13,04,Mampostería,Entabicado de Bloque 15 cm Con Repello y Pulido,ML,2,F042003,PARED DE BLOQUE SIMPLE DE 15 CM.,M2,421,0.6
242a7e2b-3d52-4101-b159-e6a65047c5ec,04 26 00.13,04,Mampostería,Entabicado de Bloque 15 cm Con Repello y Pulido,ML,2,F042002,PARED DE BLOQUE SIMPLE SISADO DE 15 CM.,M2,420,0.5
423d75be-d2d9-4790-97e2-58089bbf0dc1,04 21 13,04,Mampostería,Pared Arquitectónica de Ladrillo Rafón de 90mm 1#3@0.60cm Vertical,ML,2,F041001,PARED DE LADRILLO RAFON,M2,413,0.667
423d75be-d2d9-4790-97e2-58089bbf0dc1,04 21 13,04,Mampostería,Pared Arquitectónica de Ladrillo Rafón de 90mm 1#3@0.60cm Vertical,ML,2,F041002,PARED DE LADRILLO RAFON A TEZON,M2,414,0.5
423d75be-d2d9-4790-97e2-58089bbf0dc1,04 21 13,04,Mampostería,Pared Arquitectónica de Ladrillo Rafón de 90mm 1#3@0.60cm Vertical,ML,2,F041003,PARED DE LADRILLO RAFON PLANCHADO Y SISADO,M2,415,0.4
06becc7e-611e-40da-8d88-6cf84950a574,05 05 23,05,Metales,"Soldadura por arco manual  de Cercha a Placa Electrodo E7018 (bajo hidrógeno). Soldadura de filete w=3/16"" (5mm) para unión de ángulos L 3x3x1/4",ML,2,F283003,PLACA Y AVISOS,PROY.,1114,0.5
be61b25b-eb99-43af-989e-3dbcc83f746b,05 12 23,05,Metales,"Suministro e Instalación de 2 Placa de acero ASTM A36 de 35 x 35 cm con espesor de 1/2"" sujetada con Pernos A325 3/4""×80mm Grado 5",M2,2,F283003,PLACA Y AVISOS,PROY.,1114,0.5
fc3913ac-4b2c-4d1d-9dcc-e002269cb29c,07 13 00,07,Protección Térmica e Impermeabilización,Suministro e Instalacion de Aislante con membrana flexible para losas y muros enterrados,M2,1,F085001,"SUMINISTRO E INSTALACION DE CANALETA 6"" PARA TECHO",M.L.,525,0.5
5367b400-2b88-451d-a457-be38145f815b,07 61 13,07,Protección Térmica e Impermeabilización,Suministro e Instalación de Cubierta de Lamina Galvanizada de Aluzinc Cal. 28 Sin Color Legitimo,M2,1,F082018,"SUMIN. LAMINA ALUZINC 32""X6´ CAL. 26",UNID.,514,0.429
5367b400-2b88-451d-a457-be38145f815b,07 61 13,07,Protección Térmica e Impermeabilización,Suministro e Instalación de Cubierta de Lamina Galvanizada de Aluzinc Cal. 28 Sin Color Legitimo,M2,1,F082019,"SUMIN. LAMINA ALUZINC 32""X8´ CAL. 26",UNID.,515,0.429
5367b400-2b88-451d-a457-be38145f815b,07 61 13,07,Protección Térmica e Impermeabilización,Suministro e Instalación de Cubierta de Lamina Galvanizada de Aluzinc Cal. 28 Sin Color Legitimo,M2,1,F082022,"SUMIN. LAMINA ALUZINC 32""X4' CAL.26",UNID,518,0.429
5367b400-2b88-451d-a457-be38145f815b,07 61 13,07,Protección Térmica e Impermeabilización,Suministro e Instalación de Cubierta de Lamina Galvanizada de Aluzinc Cal. 28 Sin Color Legitimo,M2,1,F082008,"TECHO DE CANALETA 6"" LAMINA ALUZINC APORTADA",M2,505,0.4
87dc54cc-280f-4175-a15a-3cf81edba0e1,07 61 13.1,07,Protección Térmica e Impermeabilización,Suministro e Instalación de Cubierta de Lamina Galvanizada de Aluzinc Estructural Cal. 26 Sin Color Legitimo,M2,1,F082018,"SUMIN. LAMINA ALUZINC 32""X6´ CAL. 26",UNID.,514,0.571
87dc54cc-280f-4175-a15a-3cf81edba0e1,07 61 13.1,07,Protección Térmica e Impermeabilización,Suministro e Instalación de Cubierta de Lamina Galvanizada de Aluzinc Estructural Cal. 26 Sin Color Legitimo,M2,1,F082019,"SUMIN. LAMINA ALUZINC 32""X8´ CAL. 26",UNID.,515,0.571
87dc54cc-280f-4175-a15a-3cf81edba0e1,07 61 13.1,07,Protección Térmica e Impermeabilización,Suministro e Instalación de Cubierta de Lamina Galvanizada de Aluzinc Estructural Cal. 26 Sin Color Legitimo,M2,1,F082022,"SUMIN. LAMINA ALUZINC 32""X4' CAL.26",UNID,518,0.571
87dc54cc-280f-4175-a15a-3cf81edba0e1,07 61 13.1,07,Protección Térmica e Impermeabilización,Suministro e Instalación de Cubierta de Lamina Galvanizada de Aluzinc Estructural Cal. 26 Sin Color Legitimo,M2,1,F082013,TECHO DE MADERA LAMINA ZINC CAL 26 PROHECO,M2,509,0.429
87dc54cc-280f-4175-a15a-3cf81edba0e1,07 61 13.1,07,Protección Térmica e Impermeabilización,Suministro e Instalación de Cubierta de Lamina Galvanizada de Aluzinc Estructural Cal. 26 Sin Color Legitimo,M2,1,F082008,"TECHO DE CANALETA 6"" LAMINA ALUZINC APORTADA",M2,505,0.4
c1131f2f-8088-4952-a6e6-1d1449bbdcda,07 61 13.3,07,Protección Térmica e Impermeabilización,"Flashing Metálico de Lámina Aluzinc cal. 26 Lisa en Intersección de pared con tornillos 2-1/2""",ML,1,F082018,"SUMIN. LAMINA ALUZINC 32""X6´ CAL. 26",UNID.,514,0.429
c1131f2f-8088-4952-a6e6-1d1449bbdcda,07 61 13.3,07,Protección Térmica e Impermeabilización,"Flashing Metálico de Lámina Aluzinc cal. 26 Lisa en Intersección de pared con tornillos 2-1/2""",ML,1,F082019,"SUMIN. LAMINA ALUZINC 32""X8´ CAL. 26",UNID.,515,0.429
c1131f2f-8088-4952-a6e6-1d1449bbdcda,07 61 13.3,07,Protección Térmica e Impermeabilización,"Flashing Metálico de Lámina Aluzinc cal. 26 Lisa en Intersección de pared con tornillos 2-1/2""",ML,1,F082022,"SUMIN. LAMINA ALUZINC 32""X4' CAL.26",UNID,518,0.429
c36d8a2c-be3d-4e59-af7f-6687745ef04d,08 44 13,08,Puertas y Ventanas,Vidrio Fijo de PVC Blanco - Curtain Wall,M2,0,F122003,VENTANA DE ALUMINIO Y VIDRIO FIJO,M2,758,0.5
52114858-8ff9-469e-8dd1-6da5e841cbee,08 13 13,08,Puertas y Ventanas,Puerta Metálica de 1.00m x 2.10m,PZA,0,F121004,PUERTA DE TABLERO P-1,UNID,741,0.5
52114858-8ff9-469e-8dd1-6da5e841cbee,08 13 13,08,Puertas y Ventanas,Puerta Metálica de 1.00m x 2.10m,PZA,0,F121005,PUERTA DE TAMBOR P-4,UNID,742,0.5
52114858-8ff9-469e-8dd1-6da5e841cbee,08 13 13,08,Puertas y Ventanas,Puerta Metálica de 1.00m x 2.10m,PZA,0,F121006,PUERTA DE TAMBOR P-5,UNID,743,0.5
52114858-8ff9-469e-8dd1-6da5e841cbee,08 13 13,08,Puertas y Ventanas,Puerta Metálica de 1.00m x 2.10m,PZA,0,F121008,PUERTA DE TAMBOR P-2,UNID,745,0.5
52114858-8ff9-469e-8dd1-6da5e841cbee,08 13 13,08,Puertas y Ventanas,Puerta Metálica de 1.00m x 2.10m,PZA,0,F121009,PUERTA DE TAMBOR P-3,UNID,746,0.5
5554ea6f-1083-4910-b104-59f655ebeed4,08 14 23,08,Puertas y Ventanas,Puerta Termoformada Sencilla 0.90 m x 2.10 m,PZA,0,F121004,PUERTA DE TABLERO P-1,UNID,741,0.5
5554ea6f-1083-4910-b104-59f655ebeed4,08 14 23,08,Puertas y Ventanas,Puerta Termoformada Sencilla 0.90 m x 2.10 m,PZA,0,F121005,PUERTA DE TAMBOR P-4,UNID,742,0.5
5554ea6f-1083-4910-b104-59f655ebeed4,08 14 23,08,Puertas y Ventanas,Puerta Termoformada Sencilla 0.90 m x 2.10 m,PZA,0,F121006,PUERTA DE TAMBOR P-5,UNID,743,0.5
5554ea6f-1083-4910-b104-59f655ebeed4,08 14 23,08,Puertas y Ventanas,Puerta Termoformada Sencilla 0.90 m x 2.10 m,PZA,0,F121008,PUERTA DE TAMBOR P-2,UNID,745,0.5
5554ea6f-1083-4910-b104-59f655ebeed4,08 14 23,08,Puertas y Ventanas,Puerta Termoformada Sencilla 0.90 m x 2.10 m,PZA,0,F121009,PUERTA DE TAMBOR P-3,UNID,746,0.5
4408a4b3-81ab-4c69-b399-c43823483f31,08 14 23.1,08,Puertas y Ventanas,Puerta Corrediza de Interior de 0.80x2.10 m por dentro de Steel Framing,PZA,0,F121004,PUERTA DE TABLERO P-1,UNID,741,0.5
4408a4b3-81ab-4c69-b399-c43823483f31,08 14 23.1,08,Puertas y Ventanas,Puerta Corrediza de Interior de 0.80x2.10 m por dentro de Steel Framing,PZA,0,F121005,PUERTA DE TAMBOR P-4,UNID,742,0.5
4408a4b3-81ab-4c69-b399-c43823483f31,08 14 23.1,08,Puertas y Ventanas,Puerta Corrediza de Interior de 0.80x2.10 m por dentro de Steel Framing,PZA,0,F121006,PUERTA DE TAMBOR P-5,UNID,743,0.5
4408a4b3-81ab-4c69-b399-c43823483f31,08 14 23.1,08,Puertas y Ventanas,Puerta Corrediza de Interior de 0.80x2.10 m por dentro de Steel Framing,PZA,0,F121008,PUERTA DE TAMBOR P-2,UNID,745,0.5
4408a4b3-81ab-4c69-b399-c43823483f31,08 14 23.1,08,Puertas y Ventanas,Puerta Corrediza de Interior de 0.80x2.10 m por dentro de Steel Framing,PZA,0,F121009,PUERTA DE TAMBOR P-3,UNID,746,0.5
70f69a0d-1423-48f5-9a87-68705b3db953,08 14 23.3,08,Puertas y Ventanas,Puerta plegable (bifold) de interior de 0.80x2.10 m,PZA,0,F121004,PUERTA DE TABLERO P-1,UNID,741,0.5
70f69a0d-1423-48f5-9a87-68705b3db953,08 14 23.3,08,Puertas y Ventanas,Puerta plegable (bifold) de interior de 0.80x2.10 m,PZA,0,F121005,PUERTA DE TAMBOR P-4,UNID,742,0.5
70f69a0d-1423-48f5-9a87-68705b3db953,08 14 23.3,08,Puertas y Ventanas,Puerta plegable (bifold) de interior de 0.80x2.10 m,PZA,0,F121006,PUERTA DE TAMBOR P-5,UNID,743,0.5
70f69a0d-1423-48f5-9a87-68705b3db953,08 14 23.3,08,Puertas y Ventanas,Puerta plegable (bifold) de interior de 0.80x2.10 m,PZA,0,F121008,PUERTA DE TAMBOR P-2,UNID,745,0.5
70f69a0d-1423-48f5-9a87-68705b3db953,08 14 23.3,08,Puertas y Ventanas,Puerta plegable (bifold) de interior de 0.80x2.10 m,PZA,0,F121009,PUERTA DE TAMBOR P-3,UNID,746,0.5
e52036e0-eadb-4bf8-9213-db67499b5cda,08 16 73,08,Puertas y Ventanas,Puerta Principal de Aluminio Con Sidelight de 1.30 x 2.10m,PZA,0,F121004,PUERTA DE TABLERO P-1,UNID,741,0.5
e52036e0-eadb-4bf8-9213-db67499b5cda,08 16 73,08,Puertas y Ventanas,Puerta Principal de Aluminio Con Sidelight de 1.30 x 2.10m,PZA,0,F121005,PUERTA DE TAMBOR P-4,UNID,742,0.5
e52036e0-eadb-4bf8-9213-db67499b5cda,08 16 73,08,Puertas y Ventanas,Puerta Principal de Aluminio Con Sidelight de 1.30 x 2.10m,PZA,0,F121006,PUERTA DE TAMBOR P-5,UNID,743,0.5
e52036e0-eadb-4bf8-9213-db67499b5cda,08 16 73,08,Puertas y Ventanas,Puerta Principal de Aluminio Con Sidelight de 1.30 x 2.10m,PZA,0,F121008,PUERTA DE TAMBOR P-2,UNID,745,0.5
e52036e0-eadb-4bf8-9213-db67499b5cda,08 16 73,08,Puertas y Ventanas,Puerta Principal de Aluminio Con Sidelight de 1.30 x 2.10m,PZA,0,F121009,PUERTA DE TAMBOR P-3,UNID,746,0.5
efaa426c-a546-4f34-9772-3cb1f93509c7,08 16 73.1,08,Puertas y Ventanas,Puerta Principal con Acabado Metalico/Madera de 1.40x2.10m,GLOBAL,2,F121001,CONTRAMARCO DE MADERA,UNID,738,0.5
efaa426c-a546-4f34-9772-3cb1f93509c7,08 16 73.1,08,Puertas y Ventanas,Puerta Principal con Acabado Metalico/Madera de 1.40x2.10m,GLOBAL,2,F121004,PUERTA DE TABLERO P-1,UNID,741,0.5
efaa426c-a546-4f34-9772-3cb1f93509c7,08 16 73.1,08,Puertas y Ventanas,Puerta Principal con Acabado Metalico/Madera de 1.40x2.10m,GLOBAL,2,F121005,PUERTA DE TAMBOR P-4,UNID,742,0.5
efaa426c-a546-4f34-9772-3cb1f93509c7,08 16 73.1,08,Puertas y Ventanas,Puerta Principal con Acabado Metalico/Madera de 1.40x2.10m,GLOBAL,2,F121006,PUERTA DE TAMBOR P-5,UNID,743,0.5
efaa426c-a546-4f34-9772-3cb1f93509c7,08 16 73.1,08,Puertas y Ventanas,Puerta Principal con Acabado Metalico/Madera de 1.40x2.10m,GLOBAL,2,F121008,PUERTA DE TAMBOR P-2,UNID,745,0.5
d2c4dee2-e547-4152-9225-d599fc86d50d,08 32 13,08,Puertas y Ventanas,"Puerta de Vidrio de 2 Hojas,1.80m x 2.10m Marco PVC",PZA,0,F121004,PUERTA DE TABLERO P-1,UNID,741,0.5
d2c4dee2-e547-4152-9225-d599fc86d50d,08 32 13,08,Puertas y Ventanas,"Puerta de Vidrio de 2 Hojas,1.80m x 2.10m Marco PVC",PZA,0,F121005,PUERTA DE TAMBOR P-4,UNID,742,0.5
d2c4dee2-e547-4152-9225-d599fc86d50d,08 32 13,08,Puertas y Ventanas,"Puerta de Vidrio de 2 Hojas,1.80m x 2.10m Marco PVC",PZA,0,F121006,PUERTA DE TAMBOR P-5,UNID,743,0.5
d2c4dee2-e547-4152-9225-d599fc86d50d,08 32 13,08,Puertas y Ventanas,"Puerta de Vidrio de 2 Hojas,1.80m x 2.10m Marco PVC",PZA,0,F121008,PUERTA DE TAMBOR P-2,UNID,745,0.5
d2c4dee2-e547-4152-9225-d599fc86d50d,08 32 13,08,Puertas y Ventanas,"Puerta de Vidrio de 2 Hojas,1.80m x 2.10m Marco PVC",PZA,0,F121009,PUERTA DE TAMBOR P-3,UNID,746,0.5
adccf4a9-fa52-4609-8f7a-e0462e153f2b,08 53 13,08,Puertas y Ventanas,Ventana Corrediza 1.60 m x 1.30 m PVC Blanco,PZA,0,F122005,VENTANA DE TABLERO V-8,UNID,760,0.5
